timestamp,velX,velY,velZ,gyroXdrift,gyroYdrift,gyroZdrift
0.002471,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.007392,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.011541,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.015630,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.019728,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.023910,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.028050,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.032182,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.036282,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.040348,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.044527,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.048651,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.052858,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.057095,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.061268,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.065495,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.069579,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.073655,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.077748,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.081834,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.085979,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.090066,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.094192,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.098303,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.102415,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.106686,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.110783,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.114909,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.118979,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.123090,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.127230,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.131292,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.135343,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
