timestamp,accX,accY,accZ,gyroX,gyroY,gyroZ
0.000077,0.549153,0.780060,-9.546166,0.035125,-0.089492,-0.034819
0.005469,0.549153,0.780060,-9.546166,0.035125,-0.089492,-0.034819
0.009635,0.549153,0.780060,-9.546166,0.034056,-0.090866,-0.036194
0.013728,0.530010,0.771685,-9.533005,0.034056,-0.090866,-0.036194
0.017821,0.530010,0.771685,-9.533005,0.034056,-0.090866,-0.036194
0.021969,0.544367,0.754936,-9.579665,0.036346,-0.089950,-0.040164
0.026138,0.544367,0.754936,-9.579665,0.036346,-0.089950,-0.040164
0.030276,0.577867,0.746561,-9.530612,0.035277,-0.087506,-0.041081
0.034384,0.577867,0.746561,-9.530612,0.035277,-0.087506,-0.041081
0.038450,0.577867,0.746561,-9.530612,0.035277,-0.087506,-0.041081
0.042618,0.567099,0.741775,-9.572487,0.034819,-0.092852,-0.040623
0.046739,0.567099,0.741775,-9.572487,0.034819,-0.092852,-0.040623
0.050863,0.551546,0.729811,-9.516255,0.033139,-0.089492,-0.040012
0.055183,0.551546,0.729811,-9.516255,0.033139,-0.089492,-0.040012
0.059342,0.551546,0.729811,-9.516255,0.038026,-0.097891,-0.038637
0.063591,0.543171,0.702293,-9.528220,0.038026,-0.097891,-0.038637
0.067678,0.543171,0.702293,-9.528220,0.038026,-0.097891,-0.038637
0.071755,0.579063,0.754936,-9.579665,0.037721,-0.098960,-0.037110
0.075820,0.579063,0.754936,-9.579665,0.037721,-0.098960,-0.037110
0.079917,0.579063,0.729811,-9.536594,0.031307,-0.088270,-0.033292
0.084080,0.553938,0.729811,-9.536594,0.031307,-0.088270,-0.033292
0.088160,0.553938,0.729811,-9.536594,0.031307,-0.088270,-0.033292
0.092292,0.552742,0.754936,-9.565308,0.033292,-0.091172,-0.033292
0.096400,0.552742,0.754936,-9.565308,0.033292,-0.091172,-0.033292
0.100474,0.557528,0.754936,-9.523434,0.034972,-0.093768,-0.035430
0.104784,0.557528,0.754936,-9.523434,0.034972,-0.093768,-0.035430
0.108885,0.557528,0.754936,-9.523434,0.034972,-0.093768,-0.037415
0.113014,0.544367,0.768096,-9.468399,0.035736,-0.095142,-0.037415
0.117080,0.544367,0.768096,-9.468399,0.035736,-0.095142,-0.037415
0.121151,0.518046,0.780060,-9.541380,0.032834,-0.087659,-0.034056
0.125331,0.518046,0.780060,-9.541380,0.032834,-0.087659,-0.034056
0.129396,0.518046,0.780060,-9.541380,0.035583,-0.092546,-0.033445
0.133448,0.538385,0.780060,-9.500702,0.035583,-0.092546,-0.033445
0.137567,0.538385,0.780060,-9.500702,0.035583,-0.092546,-0.033445
0.141637,0.568295,0.756132,-9.501899,0.034208,-0.092088,-0.032681
0.145795,0.568295,0.756132,-9.501899,0.034208,-0.092088,-0.032681
0.149895,0.568295,0.774078,-9.555737,0.037721,-0.094226,-0.037263
0.154086,0.540778,0.774078,-9.555737,0.037721,-0.094226,-0.037263
0.158287,0.540778,0.774078,-9.555737,0.037721,-0.094226,-0.037263
0.162375,0.531207,0.764507,-9.583255,0.033292,-0.089492,-0.036652
0.166584,0.531207,0.764507,-9.583255,0.033292,-0.089492,-0.036652
0.171863,0.538385,0.753739,-9.527023,0.038026,-0.096059,-0.038179
0.178439,0.538385,0.753739,-9.527023,0.038026,-0.090103,-0.036194
0.183819,0.557528,0.787239,-9.549755,0.034667,-0.090103,-0.036194
