timestamp,accX,accY,accZ,gyroX,gyroY,gyroZ
5.245208740234375e-06,-0.0011964112999999221,0.0,0.0071784678000028634,-0.00045814892864851076,-0.001985312024143565,-0.000610865238198012
0.008953571319580078,0.01674975820000013,-0.0035892338999999884,-0.0023928226000009545,0.0022907446432425538,-0.00473420559603463,-0.000610865238198012
0.01742243766784668,-0.011964112999999998,0.009571290400000043,-0.011964112999997667,-0.0035124751196385882,0.006719517620178167,0.0033597588100890835
0.026107311248779297,-0.011964112999999998,0.009571290400000043,-0.011964112999997667,-0.0033597588100890835,0.0039706240482871025,0.00259617726234157
0.03501605987548828,-0.020338992099999897,0.019142580799999975,-0.0059820564999988335,-0.0033597588100890835,0.0013744467859455323,0.0019853120241435512
0.043547868728637695,0.0035892338999999884,0.02153540339999993,0.014356935599998621,-0.0001527163095495082,0.0013744467859455323,0.0019853120241435512
0.052893638610839844,0.007178467799999977,0.009571290400000043,0.0,0.002443460952792062,-0.0022907446432425538,-0.0013744467859455323
0.06129097938537598,-0.03708875029999992,0.02153540339999993,-0.0059820564999988335,-0.000610865238198019,0.004276056667386105,-0.001221730476396024
0.06973028182983398,-0.005982056499999944,0.035892338999999995,0.005982056500002386,-0.0015271630954950405,0.0039706240482871025,0.0003054326190990095
0.07823824882507324,0.0,0.03708875029999992,-0.021535403400001485,0.0015271630954950335,0.004276056667386105,-0.001832595714594043
0.08670926094055176,0.022731814700000075,0.010767701699999965,0.009571290400000265,-0.0033597588100890835,0.006719517620178167,0.0
0.09587264060974121,0.022731814700000075,0.010767701699999965,0.009571290400000265,0.0010690141668465297,0.00030543261909900254,-0.0025961772623415633
0.10480952262878418,0.015553346900000098,0.011964112999999998,0.0023928226000009545,0.0010690141668465297,0.0117591558353118,0.004123340357836604
0.11348772048950195,0.011964112999999998,0.009571290400000043,0.0011964113000004772,-0.007483099167925691,0.0117591558353118,0.004123340357836604
0.12122321128845215,0.0,-0.014356935599999954,-0.021535403400001485,0.0015271630954950335,0.000610865238198019,0.0003054326190990095
