timestamp,velX,velY,velZ,gyroXdrift,gyroYdrift,gyroZdrift
0.002370,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.007246,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.011598,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.015749,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.019874,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.023940,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.028006,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.032163,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.036303,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.040378,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.044449,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.048512,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.052665,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.056830,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.061081,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.065249,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.069335,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.073516,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.077901,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.082465,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.086556,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.090745,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.094991,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.099087,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.103146,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.107202,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.111465,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.115658,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.119802,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.123883,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.127940,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.132036,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.136209,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.140299,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.144361,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.148413,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.152512,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.156657,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.160925,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.165076,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.169181,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.173552,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.178077,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.182166,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.186224,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.190349,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.194501,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.198667,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.202731,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.206788,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.210993,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.215190,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.219339,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.223392,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.227434,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.231504,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.235625,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.239796,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.243854,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.247913,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.251963,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.256070,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.260318,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.264495,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.268565,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.272633,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.276825,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.280934,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.284985,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.289067,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.293145,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.297297,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.301385,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.305438,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.309544,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.313935,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.318183,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.322292,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.326364,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.330419,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.334540,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.338706,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.342777,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.346826,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.350924,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
