timestamp, positionChange
5.7220458984375e-06,0.0
0.010229110717773438,0.0
0.01970815658569336,0.0
0.029265165328979492,0.0
0.03885197639465332,-0.000546875
0.05095076560974121,0.0
0.06070089340209961,0.0
0.07060599327087402,0.0
0.0806112289428711,0.0
0.09059882164001465,0.0
0.10000753402709961,0.0
0.10851407051086426,0.0
0.11684966087341309,0.0
0.12518596649169922,0.0
0.1334695816040039,0.0
0.14177608489990234,0.0
0.15018367767333984,0.0
0.1586766242980957,0.0
0.16712713241577148,0.0
0.1753828525543213,0.0
0.18371224403381348,0.0
0.19197583198547363,0.0
0.20026588439941406,0.0
0.20911812782287598,0.0
0.21740198135375977,0.0
0.22571158409118652,0.0
0.23398256301879883,0.0
0.24226903915405273,0.0
0.25064945220947266,0.0
0.2595334053039551,0.0
0.2679324150085449,0.0
0.2766439914703369,0.0
0.2850308418273926,0.0
0.29337406158447266,0.0
0.30184102058410645,0.0
0.31034159660339355,0.0
0.31867289543151855,0.0
0.32692384719848633,0.0
0.33518362045288086,0.0
0.34337782859802246,0.0
0.3517003059387207,-0.000546875
0.3608732223510742,0.0
0.3691682815551758,0.0
0.37749171257019043,0.0
0.3857388496398926,0.0
0.39453983306884766,0.0
2.404628276824951,0.0
2.4092845916748047,0.0
2.413902759552002,0.0
2.4188358783721924,0.0
2.4234049320220947,0.0
2.4281039237976074,0.0
2.4326701164245605,0.0
2.4373559951782227,0.0
2.4419264793395996,0.0
2.446462392807007,0.0
2.4511845111846924,0.0
2.4558205604553223,0.0
2.460418701171875,0.0
2.4650344848632812,0.0
2.469571590423584,0.0
2.474141836166382,0.0
2.4788706302642822,0.0
2.483531951904297,0.0
2.4880621433258057,0.0
2.492589235305786,0.0
2.4972000122070312,0.0
2.5017848014831543,0.0
2.506331205368042,0.0
2.510894298553467,0.0
2.5154922008514404,0.0
2.520191192626953,0.0
2.5247676372528076,0.0
2.529505729675293,0.0
2.5340912342071533,0.0
2.538709878921509,0.0
2.543304920196533,0.0
2.5478522777557373,0.0
2.5524356365203857,0.0
2.5569846630096436,0.0
2.561630964279175,0.0
2.5661518573760986,0.0
2.570702075958252,0.0
2.5752921104431152,0.0
2.5800650119781494,-0.000546875
2.5848543643951416,0.0
2.58939266204834,0.0
2.5939691066741943,0.0
2.5986220836639404,0.0
2.603238344192505,0.0
2.6078362464904785,0.0
2.612441062927246,0.0
2.6170036792755127,0.0
2.621668815612793,0.0
2.626248359680176,0.0
2.631014108657837,0.0
2.6355783939361572,0.0
2.6405768394470215,0.0
2.6451520919799805,0.0
2.649751901626587,-0.000546875
2.6544992923736572,0.00546875
2.6592071056365967,0.00109375
2.664034128189087,-0.00109375
2.6689045429229736,-0.0142187
2.6736645698547363,-0.0169531
2.678363561630249,-0.0169531
2.683293104171753,-0.0142187
2.6880667209625244,-0.0169531
2.6928622722625732,0.0
2.6974189281463623,0.0
2.702059507369995,0.000546875
2.7932333946228027,0.000546875
4.799401760101318,-0.0021875
4.804254770278931,-0.00164062
4.809035539627075,-0.00875
4.813811779022217,-0.0109375
4.818562030792236,-0.0114844
4.823287010192871,-0.0120313
4.827966928482056,-0.0169531
4.832775592803955,-0.0191406
4.837494134902954,-0.0196875
4.842261791229248,-0.0175
4.847266674041748,-0.0196875
4.866222620010376,-0.0196875
6.872859239578247,-0.00109375
6.878341197967529,-0.00109375
6.883279323577881,-0.0120313
6.8881309032440186,-0.0136719
6.892968416213989,-0.0136719
6.897807359695435,-0.0169531
6.903223037719727,-0.0169531
6.908472299575806,-0.0142187
6.913719892501831,-0.0136719
6.919408321380615,-0.0164063
6.925164461135864,-0.0142187
6.930772066116333,-0.0114844
6.936503171920776,-0.0158594
6.9419941902160645,-0.0169531
6.9474873542785645,-0.0175
6.953652620315552,-0.0175
6.9592955112457275,-0.0196875
6.965319395065308,-0.0169531
7.0214245319366455,-0.0196875
7.061386823654175,-0.021875
9.06794548034668,-0.0169531
9.073389053344727,-0.0191406
9.078272581100464,-0.0191406
9.083065032958984,-0.0180469
9.087842226028442,-0.0158594
9.09272813796997,-0.0169531
9.097918272018433,-0.0175
9.103397369384766,-0.0147656
9.108134269714355,-0.0175
9.113302230834961,-0.0175
