timestamp,velX,velY,velZ,gyroXdrift,gyroYdrift,gyroZdrift
0.002371,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.007223,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.011396,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.015633,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.019835,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.023910,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.027967,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.032055,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.036167,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.040359,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.044439,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.048497,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.052584,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.057123,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.063221,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.067989,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.072150,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.076267,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.080456,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.084549,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.088655,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.092720,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.096844,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.101009,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.105077,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.109137,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.113252,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.117508,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.121642,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.125774,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.129853,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.133952,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.138083,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.142219,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.146312,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.150367,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.154435,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.158536,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.162758,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.166970,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.171076,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.175151,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.179549,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.183762,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.187878,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.191982,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.196044,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.200191,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.204319,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.208381,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.212476,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.216878,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.221122,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.225306,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.229386,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
